seed,hallucination_rate,controller,final_vhat,final_vtrue,viol_rate,conv_steps,pearson_r,spearman_r
45,0.3,grad_clip,0.1593922859545519,0.29371300876993894,0.5175175175175175,4,0.6031547020677549,0.78706284916591
45,0.3,adaptive,0.0,2.1493758795604743,0.2992992992992993,8,0.7200898186122865,0.6832616925969397
46,0.3,no_damping,9.992007221626409e-16,379724138112.6532,0.014014014014014014,1000,-0.4140292096500049,0.661825318216218
46,0.3,cosine,0.000191514423925394,0.03276284781679073,0.1871871871871872,538,0.13677599060029658,0.4722634670738348
46,0.3,grad_clip,0.0016732896599008632,0.1540018717927089,0.5045045045045045,6,0.29061680722727107,0.7672896601174221
46,0.3,adaptive,0.0002668715095474496,0.0950663714434179,0.2972972972972973,14,0.8034954443599477,0.706218498790724
47,0.3,no_damping,9.992007221626409e-16,318233140223.7514,0.013013013013013013,1000,-0.41669316651416277,-0.8405704564995482
47,0.3,cosine,0.005871679594869366,0.29151585994247015,0.19119119119119118,528,0.11775812010817747,0.17448672826104944
47,0.3,grad_clip,0.25140698676942674,0.755449909409762,0.5095095095095095,10,0.07864628209852015,0.7366852020147309
47,0.3,adaptive,231.4746441924825,15.490462553263644,0.2862862862862863,37,0.713167424876459,0.6067067951633374
48,0.3,no_damping,9.992007221626409e-16,258546136755.07224,0.015015015015015015,1000,-0.3880114106837393,-0.8362019656008717
48,0.3,cosine,2.9575582443852514e-05,0.34521385796034165,0.1971971971971972,530,0.10244888739203299,0.1804545986994407
48,0.3,grad_clip,0.010462560832617165,0.14480804804945568,0.5165165165165165,9,0.31414619258130994,0.7542805274772411
48,0.3,adaptive,0.0,0.5743659522352428,0.3153153153153153,15,0.8207624698593265,0.6483720659666372
49,0.3,no_damping,9.992007221626409e-16,381211078506.60223,0.014014014014014014,1000,-0.4058002043819082,0.662983330454606
49,0.3,cosine,0.00010602243826172174,0.057313612093077025,0.18518518518518517,528,-0.01943401403757184,0.2838420812308656
49,0.3,grad_clip,0.018158840641014962,0.16390300957517667,0.5115115115115115,8,0.2327249128850973,0.7519826149370468
49,0.3,adaptive,0.0,0.020408810649289445,0.2972972972972973,21,0.7672906120552396,0.6538257546597137
50,0.3,no_damping,9.992007221626409e-16,437884603984.4767,0.013013013013013013,1000,-0.42788356897608293,0.6655625748804799
50,0.3,cosine,0.0011530643082969217,0.052673384692633524,0.17017017017017017,533,-0.028484987961587147,0.31272274132113276
50,0.3,grad_clip,0.0,0.05973118691599259,0.5055055055055055,8,0.2137908590743276,0.7598767320366212
50,0.3,adaptive,0.0,0.5029468998693715,0.28428428428428426,37,0.7214805642262349,0.6644271025647399
51,0.3,no_damping,9.992007221626409e-16,337388369134.2578,0.015015015015015015,1000,-0.40242923824480886,-0.8417505875678851
51,0.3,cosine,0.0,0.03805551216860331,0.17617617617617617,540,0.13554508495256626,0.21146618161654987
51,0.3,grad_clip,2.300000889379189,0.8442712523731207,0.5065065065065065,5,0.49473292518522205,0.768116268081866
51,0.3,adaptive,13.547513508273928,2.7595400541714294,0.28928928928928926,47,0.7758134223960289,0.6716004721351653
52,0.3,no_damping,9.992007221626409e-16,428629501472.70294,0.014014014014014014,1000,-0.411080665104025,0.6628818405382247
52,0.3,cosine,0.00010741096978534246,0.2063521518275929,0.19119119119119118,525,-0.017734948506833333,0.2615227569209796
