seed,hallucination_rate,controller,final_vhat,final_vtrue,viol_rate,conv_steps,pearson_r,spearman_r
61,0.3,cosine,0.0007432236299646708,0.10033406439728293,0.17717717717717718,532,0.056635979586863706,0.2646447506879511
61,0.3,grad_clip,0.2375195650316193,0.2632980079208725,0.5225225225225225,9,0.144115532246805,0.7647102477223964
61,0.3,adaptive,5.968484081382647,1.9701232629995107,0.2902902902902903,39,0.6701007304089477,0.6464627283233788
42,0.5,no_damping,9.992007221626409e-16,317766419583.45154,0.012012012012012012,1000,-0.4254756146880345,0.6705439396509298
42,0.5,cosine,0.0019211967262496629,0.14190855628873017,0.2012012012012012,532,0.10470059792865706,0.29158883722018436
42,0.5,grad_clip,6.832638409351142,1.1938438571269967,0.5325325325325325,8,0.23815544544777711,0.7842082323477741
42,0.5,adaptive,0.6936274981864752,1.308461447247018,0.33933933933933935,13,0.6967114324758382,0.757840175534509
43,0.5,no_damping,9.992007221626409e-16,251051968484.51724,0.012012012012012012,1000,-0.4195353598284834,0.6719294701599187
43,0.5,cosine,0.0039489966865677685,0.6085912105229786,0.19119119119119118,537,0.04987781760172132,0.24636979226753158
43,0.5,grad_clip,3.3064312486162843,0.8709368045246937,0.5105105105105106,7,0.2493301935447753,0.7852811678115262
43,0.5,adaptive,30.55071320423978,3.5580917135499774,0.3383383383383383,22,0.6815781161638981,0.692988361772678
44,0.5,no_damping,9.992007221626409e-16,480620499059.08154,0.014014014014014014,1000,-0.42363114235678795,-0.8412761291183477
44,0.5,cosine,7.510637757453919e-05,0.10311629510681261,0.21121121121121122,544,0.01414005829323819,0.1627300959135935
44,0.5,grad_clip,0.16525004264147866,0.631090698745808,0.5095095095095095,8,0.32471229062842516,0.7846302344856496
44,0.5,adaptive,17.972298783002888,3.4424473658146715,0.35835835835835833,38,0.7603306736878811,0.7358561054807687
45,0.5,no_damping,9.992007221626409e-16,455077276393.712,0.015015015015015015,1000,-0.383891537454994,-0.8237026838704911
45,0.5,cosine,0.05892917887400919,0.41957578924293554,0.2172172172172172,534,0.07680840802893897,0.2638864755990918
45,0.5,grad_clip,0.0,0.24478204452808608,0.5075075075075075,6,0.6387938028744017,0.7755779450270724
45,0.5,adaptive,0.0,3.250105903654582,0.3663663663663664,13,0.7388623421412244,0.7433013359059
46,0.5,no_damping,9.992007221626409e-16,342784374208.6956,0.014014014014014014,1000,-0.41071620594679725,0.6619438796871436
46,0.5,cosine,3.184874411179326e-05,0.07767660698871887,0.2002002002002002,533,0.13505432225795916,0.41625225833420143
46,0.5,grad_clip,0.011303811696100854,0.40091887501679724,0.5205205205205206,6,0.4144982019146894,0.7696705865123079
46,0.5,adaptive,1.1900375561135514,1.447580467673947,0.36536536536536535,28,0.6134530726847509,0.7390421328154545
47,0.5,no_damping,9.992007221626409e-16,390830698348.7036,0.012012012012012012,1000,-0.42353826425254065,-0.8406379727114625
47,0.5,cosine,0.0,0.06878668578335274,0.1921921921921922,529,0.13517881447592042,0.184558718290868
47,0.5,grad_clip,0.011201880804888383,0.46299963731641247,0.5205205205205206,10,0.1232466880671957,0.7646817457576538
47,0.5,adaptive,20.58174725398008,5.220767099301263,0.34934934934934936,19,0.6910236425693632,0.6866220823097025
48,0.5,no_damping,9.992007221626409e-16,274293150949.00833,0.015015015015015015,1000,-0.38927319084969364,-0.8362050091977078
48,0.5,cosine,0.00303824457091476,0.20526919049543976,0.19119119119119118,572,0.11032549812499208,0.16908863468883972
48,0.5,grad_clip,0.6070441386547221,0.9171926813071068,0.5185185185185185,12,0.4011365339304418,0.780224838534619
48,0.5,adaptive,8.475682285547984,3.0939209297014894,0.35835835835835833,13,0.6592513112648238,0.7327691753563248
49,0.5,no_damping,9.992007221626409e-16,307958867637.89307,0.014014014014014014,1000,-0.39944878374101866,0.6632928326755957
49,0.5,cosine,0.00033880173309707947,0.025725851916556842,0.21021021021021022,526,0.13610152265744072,0.4184030425526933
49,0.5,grad_clip,0.04525848212908953,0.2211838690889048,0.5055055055055055,10,0.3122013000880517,0.7757073121774883
49,0.5,adaptive,0.0,0.6775594124374583,0.34634634634634637,21,0.7431319427661154,0.719062338773138
50,0.5,no_damping,9.992007221626409e-16,399348404166.9268,0.013013013013013013,1000,-0.42433732190933005,0.6656287805948305
50,0.5,cosine,0.0012098784283471505,0.06446106741981764,0.2032032032032032,554,0.13627355034643712,0.4423480713488583
50,0.5,grad_clip,0.0,0.18815221715396405,0.5065065065065065,14,0.2849988143527616,0.7571121735921095
50,0.5,adaptive,0.41238624269656954,1.563581231699649,0.3433433433433433,26,0.7736565949237884,0.7432010938814566
51,0.5,no_damping,9.992007221626409e-16,335612504398.64246,0.015015015015015015,1000,-0.4023003229158734,-0.8417524225733197
51,0.5,cosine,0.0,0.8505847102030413,0.1981981981981982,532,0.13494077661303774,0.18030583480296555
51,0.5,grad_clip,0.0826113052433834,0.43606584379649543,0.5175175175175175,7,0.5709701363497989,0.7931446786961417
51,0.5,adaptive,6.4874617831121855,2.059071832448533,0.3483483483483483,11,0.7169554099947331,0.7525203335079682
52,0.5,no_damping,9.992007221626409e-16,313473156982.3024,0.015015015015015015,1000,-0.3854621440052481,0.6551676351241909
52,0.5,cosine,0.0,0.046331221316884504,0.2082082082082082,545,-0.017639723282583692,0.23179971473473715
52,0.5,grad_clip,1.1987278639530932,0.9528264876121612,0.5205205205205206,12,0.6107046893585545,0.7979606127545086
52,0.5,adaptive,2.419814489029826,3.3414881744996343,0.34434434434434436,17,0.7565384726099508,0.7630281509807785
53,0.5,no_damping,9.992007221626409e-16,446231255357.8769,0.014014014014014014,1000,-0.42043700835658904,0.6617169712285479
53,0.5,cosine,0.002362037140360677,0.0473409298730622,0.1931931931931932,531,-0.008071142714844675,0.19201414220267013
53,0.5,grad_clip,1.506950519318954,0.9004165878438434,0.5065065065065065,8,0.4074697293009987,0.7869174341449663
53,0.5,adaptive,108.57667128229558,5.806021945082617,0.33733733733733734,12,0.7168705361735535,0.7228329175536157
54,0.5,no_damping,9.992007221626409e-16,232608681197.6223,0.015015015015015015,1000,-0.39343239956467674,-0.8424564440686305
54,0.5,cosine,0.002773028705706695,0.02655420041145685,0.1981981981981982,542,0.11047190037238407,0.1627431389594637
54,0.5,grad_clip,0.023426092009242724,0.18600925139048843,0.5075075075075075,10,0.24498571299864452,0.7898702002737263
54,0.5,adaptive,201.27569648840193,6.503497014026988,0.3433433433433433,13,0.7543142396367583,0.7426048956854097
55,0.5,no_damping,9.992007221626409e-16,414176639398.76074,0.013013013013013013,1000,-0.4173825454968975,0.6669584167035635
55,0.5,cosine,0.0,0.17155570790298394,0.2012012012012012,544,-0.017483667189528915,0.24005135420358145
55,0.5,grad_clip,0.7034011977706319,0.7682551771075516,0.5165165165165165,18,0.06823564810205739,0.7575348773897879
55,0.5,adaptive,353.77941240675824,21.259679592213924,0.32732732732732733,43,0.6476738552745146,0.6908482495210008
56,0.5,no_damping,9.992007221626409e-16,437872730354.0702,0.015015015015015015,1000,-0.396587852641663,0.6548629323963436
56,0.5,cosine,0.0016576073872103891,0.07664007075150399,0.2012012012012012,540,0.01947283039876736,0.19062136148630276
56,0.5,grad_clip,0.8851965802946877,0.5614052069323404,0.5165165165165165,10,0.2540861949459881,0.7750142883263937
56,0.5,adaptive,21.59204515562599,3.4426200701868206,0.33733733733733734,13,0.7676788676026972,0.7144923348334198
57,0.5,no_damping,9.992007221626409e-16,310095795100.75,0.013013013013013013,1000,-0.41621218993237474,0.6662208690493133
57,0.5,cosine,0.0007263549616313748,0.11665731062986429,0.2072072072072072,535,0.09840823150450294,0.26353876078095484
57,0.5,grad_clip,9.738959711691997,2.3629103261964604,0.5075075075075075,8,0.3079413139202846,0.7587392761974261
57,0.5,adaptive,4.76503746663633,2.5507019845664787,0.33233233233233234,15,0.571597264709497,0.7209573670442835
58,0.5,no_damping,9.992007221626409e-16,261218815999.4506,0.016016016016016016,1000,-0.37417354972852973,0.6580134110377981
58,0.5,cosine,6.077454468658047e-05,0.13962396438715502,0.2072072072072072,528,0.02279949708021053,0.15292222880398054
58,0.5,grad_clip,0.0,0.14880626717945833,0.4974974974974975,11,0.1905086015367527,0.751081510223788
58,0.5,adaptive,0.0,1.7212055039544778,0.33433433433433435,15,0.7264376007281457,0.7127126029702228
59,0.5,no_damping,9.992007221626409e-16,232306350041.96634,0.015015015015015015,1000,-0.37879894320391855,0.6676902404814097
59,0.5,cosine,0.0002407417055279009,0.029754870455552883,0.21121121121121122,533,-0.013366325108011248,0.15648868786718026
59,0.5,grad_clip,0.0007905627477862846,0.10261799991490582,0.5065065065065065,11,0.1604596442827345,0.7657137544769489
59,0.5,adaptive,0.0,0.6750301311899134,0.35235235235235235,20,0.7076864310455226,0.6996677182994231
60,0.5,no_damping,9.992007221626409e-16,387577121767.99176,0.014014014014014014,1000,-0.41509639535767606,0.6614860080580651
60,0.5,cosine,0.0,0.08479672927237998,0.2072072072072072,540,-0.026700678350855777,0.27045320197037265
60,0.5,grad_clip,0.20697455164651588,0.47188979089685285,0.5105105105105106,10,0.2530307571807715,0.7841368653067725
60,0.5,adaptive,86.05343174979977,4.703581792030882,0.35235235235235235,33,0.7689340358781792,0.7384722510698387
61,0.5,no_damping,9.992007221626409e-16,244817930591.09503,0.012012012012012012,1000,-0.419183496637836,0.6717097402518852
61,0.5,cosine,0.0008581290852062348,0.08188753663354875,0.2002002002002002,532,0.04778969269339971,0.2211143219300045
61,0.5,grad_clip,0.00401748098086904,0.5006010450129489,0.5225225225225225,11,0.20178581249181035,0.7681732966724607
61,0.5,adaptive,0.0,0.7006943948121295,0.3303303303303303,16,0.646309031319869,0.7265731053966104
