final_energy,mean_energy,max_energy,oscillation_count,oscillation_index,regression_count,c1_alerts,c2_rejections,final_energy_std,mean_energy_std,max_energy_std,oscillation_count_std,oscillation_index_std,regression_count_std,c1_alerts_std,c2_rejections_std,h_rate,lr,drift_freq,drift_label,ablation,n_seeds
5.6331824057398745e+211,1.689954721721963e+209,5.6331824057398745e+211,599.0,0.9983333333333333,598.9,0.0,0.0,inf,inf,inf,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.5,0,stationary,none,10
19628544801.0927,1660271388.8714964,19628544801.0927,599.0,0.9983333333333333,598.9,0.0,0.0,1079906907.3287537,91343325.52229355,1079906907.3287537,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.5,0,stationary,full,10
7.822998227858789e+276,1.993691788228563e+274,7.822998227858789e+276,599.0,0.9983333333333333,599.0,0.0,0.0,inf,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,stationary,none,10
19628544801.0927,1660271388.8714964,19628544801.0927,599.0,0.9983333333333333,598.9,0.0,0.0,1079906907.3287537,91343325.52229355,1079906907.3287537,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.7,0,stationary,full,10
inf,inf,inf,510.7,0.8511666666666666,510.7,0.0,0.0,,,,0.45825756949558405,0.000763762615825991,0.45825756949558405,0.0,0.0,0.0,1.0,0,stationary,none,10
19628544801.0927,1660271388.8714964,19628544801.0927,599.0,0.9983333333333333,598.9,0.0,0.0,1079906907.3287537,91343325.52229355,1079906907.3287537,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,1.0,0,stationary,full,10
427655.6062543096,37953.20710172782,427655.6062543096,507.2,0.8453333333333333,439.5,0.0,0.0,207122.13368054258,18388.503519072798,207122.13368054258,15.816447135814036,0.026360745226356723,24.17540072056718,0.0,0.0,0.05,0.01,0,stationary,none,10
78315.45055135676,68926.88904418619,78315.45055135676,232.9,0.38816666666666666,74.8,149.0,568.9,68542.39584390358,60331.83128959588,68542.39584390358,6.441273166075166,0.010735455276791948,8.795453370918409,25.459772190654025,10.511422358558331,0.05,0.01,0,stationary,full,10
6.734853730455337e+24,1.2517954388515558e+23,6.734853730455337e+24,577.0,0.9616666666666667,569.6,0.0,0.0,3.833775118317772e+24,6.909222042726106e+22,3.833775118317772e+24,5.118593556827891,0.008530989261379815,6.2960304954788775,0.0,0.0,0.05,0.05,0,stationary,none,10
78315.45055135676,68926.88904418619,78315.45055135676,232.9,0.38816666666666666,74.8,149.0,568.9,68542.39584390358,60331.83128959588,68542.39584390358,6.441273166075166,0.010735455276791948,8.795453370918409,25.459772190654025,10.511422358558331,0.05,0.05,0,stationary,full,10
7.69682741724881e+47,7.599166133596184e+45,7.69682741724881e+47,577.7,0.9628333333333332,575.0,0.0,0.0,6.08790316288999e+47,5.896020590956598e+45,6.08790316288999e+47,3.3778691508109073,0.005629781918018181,3.63318042491699,0.0,0.0,0.05,0.1,0,stationary,none,10
78315.45055135676,68926.88904418619,78315.45055135676,232.9,0.38816666666666666,74.8,149.0,568.9,68542.39584390358,60331.83128959588,68542.39584390358,6.441273166075166,0.010735455276791948,8.795453370918409,25.459772190654025,10.511422358558331,0.05,0.1,0,stationary,full,10
1.5226491652300032e+91,8.427259598065539e+88,1.5226491652300032e+91,574.3,0.9571666666666667,573.7,0.0,0.0,1.8987974720218754e+91,1.0384323684847097e+89,1.8987974720218754e+91,3.9,0.006500000000000008,3.579106033634656,0.0,0.0,0.05,0.2,0,stationary,none,10
78315.45055135676,68926.88904418619,78315.45055135676,232.9,0.38816666666666666,74.8,149.0,568.9,68542.39584390358,60331.83128959588,68542.39584390358,6.441273166075166,0.010735455276791948,8.795453370918409,25.459772190654025,10.511422358558331,0.05,0.2,0,stationary,full,10
