seed,mode,E_thresh,RV_thresh,n_accepted,n_rejected,retention_rate,fragile_rate,reliable_frac,recall,f1,fragile_rej,accepted_fragile
48,E+RV,3.0,0.05,94,406,0.188,0.011235955056179775,0.9361702127659575,0.3697478991596639,0.5301204819277109,0.9830508474576272,1
48,E+RV,3.0,0.1,145,355,0.29,0.0072992700729927005,0.9379310344827586,0.5714285714285714,0.7101827676240209,0.9830508474576272,1
48,E+RV,3.0,0.15,156,344,0.312,0.02054794520547945,0.9166666666666666,0.6008403361344538,0.7258883248730964,0.9491525423728814,3
48,E+RV,3.0,0.2,167,333,0.334,0.03225806451612903,0.8982035928143712,0.6302521008403361,0.7407407407407407,0.9152542372881356,5
48,E+RV,3.0,0.3,174,326,0.348,0.043478260869565216,0.8850574712643678,0.6470588235294118,0.7475728155339806,0.8813559322033898,7
48,E+RV,3.0,0.5,182,318,0.364,0.0658682634730539,0.8571428571428571,0.6554621848739496,0.7428571428571429,0.8135593220338984,11
48,E+RV,4.0,0.01,23,477,0.046,0.0,1.0,0.09663865546218488,0.17624521072796934,1.0,0
48,E+RV,4.0,0.05,45,455,0.09,0.0,0.9777777777777777,0.18487394957983194,0.3109540636042403,1.0,0
48,E+RV,4.0,0.1,77,423,0.154,0.0,0.987012987012987,0.31932773109243695,0.4825396825396825,1.0,0
48,E+RV,4.0,0.15,85,415,0.17,0.012048192771084338,0.9647058823529412,0.3445378151260504,0.5077399380804953,0.9830508474576272,1
48,E+RV,4.0,0.2,88,412,0.176,0.011627906976744186,0.9659090909090909,0.35714285714285715,0.5214723926380368,0.9830508474576272,1
48,E+RV,4.0,0.3,91,409,0.182,0.02247191011235955,0.9560439560439561,0.36554621848739494,0.5288753799392097,0.9661016949152542,2
48,E+RV,4.0,0.5,92,408,0.184,0.03333333333333333,0.9456521739130435,0.36554621848739494,0.5272727272727272,0.9491525423728814,3
48,E+RV,5.0,0.01,16,484,0.032,0.0,1.0,0.06722689075630252,0.12598425196850394,1.0,0
48,E+RV,5.0,0.05,30,470,0.06,0.0,1.0,0.12605042016806722,0.22388059701492538,1.0,0
48,E+RV,5.0,0.1,43,457,0.086,0.0,1.0,0.18067226890756302,0.30604982206405695,1.0,0
48,E+RV,5.0,0.15,46,454,0.092,0.0,1.0,0.19327731092436976,0.323943661971831,1.0,0
48,E+RV,5.0,0.2,46,454,0.092,0.0,1.0,0.19327731092436976,0.323943661971831,1.0,0
48,E+RV,5.0,0.3,49,451,0.098,0.02040816326530612,0.9795918367346939,0.20168067226890757,0.3344947735191638,0.9830508474576272,1
48,E+RV,5.0,0.5,49,451,0.098,0.02040816326530612,0.9795918367346939,0.20168067226890757,0.3344947735191638,0.9830508474576272,1
49,none,0.0,0.0,500,0,1.0,0.19736842105263158,0.488,1.0,0.6559139784946236,0.0,60
49,E_only,1.0,0.0,426,74,0.852,0.18791946308724833,0.568075117370892,0.9918032786885246,0.7223880597014926,0.06666666666666665,56
49,E_only,1.5,0.0,351,149,0.702,0.145985401459854,0.6666666666666666,0.9590163934426229,0.7865546218487395,0.33333333333333337,40
49,E_only,2.0,0.0,289,211,0.578,0.11836734693877551,0.7474048442906575,0.8852459016393442,0.8105065666041276,0.5166666666666666,29
49,E_only,2.5,0.0,239,261,0.478,0.11483253588516747,0.7740585774058577,0.7581967213114754,0.7660455486542442,0.6,24
49,E_only,3.0,0.0,177,323,0.354,0.11320754716981132,0.7966101694915254,0.5778688524590164,0.669833729216152,0.7,18
49,E_only,4.0,0.0,100,400,0.2,0.09782608695652174,0.83,0.3401639344262295,0.4825581395348837,0.85,9
49,E_only,5.0,0.0,60,440,0.12,0.10714285714285714,0.8333333333333334,0.20491803278688525,0.32894736842105265,0.9,6
49,RV_only,0.0,0.01,91,409,0.182,0.08450704225352113,0.7142857142857143,0.26639344262295084,0.3880597014925373,0.9,6
49,RV_only,0.0,0.05,200,300,0.4,0.0784313725490196,0.705,0.5778688524590164,0.6351351351351351,0.8,12
49,RV_only,0.0,0.1,323,177,0.646,0.08620689655172414,0.6563467492260062,0.8688524590163934,0.7477954144620812,0.6666666666666667,20
49,RV_only,0.0,0.15,396,104,0.792,0.11610486891385768,0.5959595959595959,0.9672131147540983,0.7374999999999999,0.4833333333333333,31
49,RV_only,0.0,0.2,428,72,0.856,0.1263537906137184,0.5654205607476636,0.9918032786885246,0.7202380952380952,0.41666666666666663,35
49,RV_only,0.0,0.3,463,37,0.926,0.15862068965517243,0.5269978401727862,1.0,0.6902404526166902,0.23333333333333328,46
49,RV_only,0.0,0.5,489,11,0.978,0.18666666666666668,0.49897750511247446,1.0,0.6657571623465212,0.06666666666666665,56
49,E+RV,1.0,0.01,87,413,0.174,0.08571428571428572,0.735632183908046,0.26229508196721313,0.38670694864048333,0.9,6
49,E+RV,1.0,0.05,184,316,0.368,0.0728476821192053,0.7608695652173914,0.5737704918032787,0.6542056074766355,0.8166666666666667,11
49,E+RV,1.0,0.1,290,210,0.58,0.07488986784140969,0.7241379310344828,0.860655737704918,0.7865168539325843,0.7166666666666667,17
49,E+RV,1.0,0.15,352,148,0.704,0.10344827586206896,0.6647727272727273,0.9590163934426229,0.785234899328859,0.55,27
49,E+RV,1.0,0.2,373,127,0.746,0.11439114391143912,0.6434316353887399,0.9836065573770492,0.7779578606158833,0.4833333333333333,31
49,E+RV,1.0,0.3,399,101,0.798,0.14788732394366197,0.606516290726817,0.9918032786885246,0.7527216174183515,0.30000000000000004,42
49,E+RV,1.0,0.5,421,79,0.842,0.17687074829931973,0.5748218527315915,0.9918032786885246,0.7278195488721804,0.1333333333333333,52
49,E+RV,1.5,0.01,78,422,0.156,0.07462686567164178,0.7948717948717948,0.2540983606557377,0.3850931677018633,0.9166666666666666,5
49,E+RV,1.5,0.05,167,333,0.334,0.0684931506849315,0.8143712574850299,0.5573770491803278,0.6618004866180048,0.8333333333333334,10
49,E+RV,1.5,0.1,254,246,0.508,0.06018518518518518,0.7992125984251969,0.8319672131147541,0.8152610441767068,0.7833333333333333,13
49,E+RV,1.5,0.15,303,197,0.606,0.08502024291497975,0.7458745874587459,0.9262295081967213,0.8263254113345522,0.65,21
49,E+RV,1.5,0.2,315,185,0.63,0.08661417322834646,0.7365079365079366,0.9508196721311475,0.8300536672629696,0.6333333333333333,22
49,E+RV,1.5,0.3,330,170,0.66,0.10687022900763359,0.7090909090909091,0.9590163934426229,0.8153310104529616,0.5333333333333333,28
49,E+RV,1.5,0.5,347,153,0.694,0.13653136531365315,0.6743515850144092,0.9590163934426229,0.7918781725888325,0.3833333333333333,37
49,E+RV,2.0,0.01,66,434,0.132,0.06451612903225806,0.8787878787878788,0.23770491803278687,0.37419354838709673,0.9333333333333333,4
49,E+RV,2.0,0.05,146,354,0.292,0.0661764705882353,0.8698630136986302,0.5204918032786885,0.6512820512820513,0.85,9
49,E+RV,2.0,0.1,222,278,0.444,0.05025125628140704,0.8513513513513513,0.7745901639344263,0.8111587982832617,0.8333333333333334,10
49,E+RV,2.0,0.15,257,243,0.514,0.06726457399103139,0.8093385214007782,0.8524590163934426,0.8303393213572855,0.75,15
49,E+RV,2.0,0.2,266,234,0.532,0.06956521739130435,0.8045112781954887,0.8770491803278688,0.8392156862745097,0.7333333333333334,16
49,E+RV,2.0,0.3,276,224,0.552,0.0847457627118644,0.782608695652174,0.8852459016393442,0.8307692307692308,0.6666666666666667,20
49,E+RV,2.0,0.5,288,212,0.576,0.11475409836065574,0.75,0.8852459016393442,0.8120300751879699,0.5333333333333333,28
49,E+RV,2.5,0.01,53,447,0.106,0.08,0.8679245283018868,0.1885245901639344,0.3097643097643097,0.9333333333333333,4
49,E+RV,2.5,0.05,120,380,0.24,0.07079646017699115,0.875,0.430327868852459,0.5769230769230769,0.8666666666666667,8
49,E+RV,2.5,0.1,187,313,0.374,0.052941176470588235,0.8609625668449198,0.6598360655737705,0.7470997679814385,0.85,9
49,E+RV,2.5,0.15,214,286,0.428,0.06315789473684211,0.8317757009345794,0.7295081967213115,0.777292576419214,0.8,12
49,E+RV,2.5,0.2,221,279,0.442,0.0663265306122449,0.8280542986425339,0.75,0.7870967741935484,0.7833333333333333,13
49,E+RV,2.5,0.3,230,270,0.46,0.07960199004975124,0.8043478260869565,0.7581967213114754,0.7805907172995781,0.7333333333333334,16
49,E+RV,2.5,0.5,238,262,0.476,0.11057692307692307,0.7773109243697479,0.7581967213114754,0.7676348547717842,0.6166666666666667,23
49,E+RV,3.0,0.01,39,461,0.078,0.07894736842105263,0.8974358974358975,0.14344262295081966,0.24734982332155475,0.95,3
49,E+RV,3.0,0.05,86,414,0.172,0.08333333333333333,0.8953488372093024,0.3155737704918033,0.4666666666666666,0.8833333333333333,7
49,E+RV,3.0,0.1,138,362,0.276,0.05343511450381679,0.8985507246376812,0.5081967213114754,0.6492146596858639,0.8833333333333333,7
49,E+RV,3.0,0.15,161,339,0.322,0.06756756756756757,0.8571428571428571,0.5655737704918032,0.6814814814814815,0.8333333333333334,10
49,E+RV,3.0,0.2,165,335,0.33,0.06622516556291391,0.8545454545454545,0.5778688524590164,0.6894865525672372,0.8333333333333334,10
49,E+RV,3.0,0.3,169,331,0.338,0.07236842105263158,0.834319526627219,0.5778688524590164,0.6828087167070218,0.8166666666666667,11
49,E+RV,3.0,0.5,176,324,0.352,0.10759493670886076,0.8011363636363636,0.5778688524590164,0.6714285714285714,0.7166666666666667,17
49,E+RV,4.0,0.01,21,479,0.042,0.09523809523809523,0.9047619047619048,0.0778688524590164,0.14339622641509436,0.9666666666666667,2
49,E+RV,4.0,0.05,50,450,0.1,0.10204081632653061,0.88,0.18032786885245902,0.29931972789115646,0.9166666666666666,5
49,E+RV,4.0,0.1,78,422,0.156,0.06666666666666667,0.8974358974358975,0.28688524590163933,0.43478260869565216,0.9166666666666666,5
49,E+RV,4.0,0.15,91,409,0.182,0.06976744186046512,0.8791208791208791,0.32786885245901637,0.4776119402985075,0.9,6
49,E+RV,4.0,0.2,95,405,0.19,0.06741573033707865,0.8736842105263158,0.3401639344262295,0.48967551622418876,0.9,6
49,E+RV,4.0,0.3,96,404,0.192,0.06741573033707865,0.8645833333333334,0.3401639344262295,0.4882352941176471,0.9,6
49,E+RV,4.0,0.5,99,401,0.198,0.08791208791208792,0.8383838383838383,0.3401639344262295,0.4839650145772594,0.8666666666666667,8
49,E+RV,5.0,0.01,13,487,0.026,0.07692307692307693,0.9230769230769231,0.04918032786885246,0.0933852140077821,0.9833333333333333,1
49,E+RV,5.0,0.05,27,473,0.054,0.1111111111111111,0.8888888888888888,0.09836065573770492,0.1771217712177122,0.95,3
49,E+RV,5.0,0.1,46,454,0.092,0.06666666666666667,0.9130434782608695,0.1721311475409836,0.2896551724137931,0.95,3
49,E+RV,5.0,0.15,54,446,0.108,0.0784313725490196,0.8703703703703703,0.19262295081967212,0.31543624161073824,0.9333333333333333,4
49,E+RV,5.0,0.2,57,443,0.114,0.07407407407407407,0.8771929824561403,0.20491803278688525,0.33222591362126247,0.9333333333333333,4
49,E+RV,5.0,0.3,58,442,0.116,0.07407407407407407,0.8620689655172413,0.20491803278688525,0.33112582781456956,0.9333333333333333,4
49,E+RV,5.0,0.5,60,440,0.12,0.10714285714285714,0.8333333333333334,0.20491803278688525,0.32894736842105265,0.9,6
50,none,0.0,0.0,500,0,1.0,0.19932432432432431,0.474,1.0,0.6431478968792401,0.0,59
50,E_only,1.0,0.0,440,60,0.88,0.1958762886597938,0.5318181818181819,0.9873417721518988,0.691285081240768,0.03389830508474578,57
50,E_only,1.5,0.0,365,135,0.73,0.16236162361623616,0.6219178082191781,0.9578059071729957,0.7541528239202657,0.2542372881355932,44
50,E_only,2.0,0.0,298,202,0.596,0.13983050847457626,0.6812080536912751,0.8565400843881856,0.7588785046728971,0.44067796610169496,33
50,E_only,2.5,0.0,234,266,0.468,0.115,0.7564102564102564,0.7468354430379747,0.751592356687898,0.6101694915254237,23
50,E_only,3.0,0.0,175,325,0.35,0.09615384615384616,0.8057142857142857,0.5949367088607594,0.6844660194174756,0.7457627118644068,15
50,E_only,4.0,0.0,92,408,0.184,0.08333333333333333,0.8369565217391305,0.32489451476793246,0.46808510638297873,0.8813559322033898,7
50,E_only,5.0,0.0,25,475,0.05,0.041666666666666664,0.92,0.0970464135021097,0.17557251908396945,0.9830508474576272,1
50,RV_only,0.0,0.01,105,395,0.21,0.0821917808219178,0.638095238095238,0.28270042194092826,0.391812865497076,0.8983050847457628,6
50,RV_only,0.0,0.05,232,268,0.464,0.07228915662650602,0.6637931034482759,0.6497890295358649,0.6567164179104478,0.7966101694915254,12
50,RV_only,0.0,0.1,329,171,0.658,0.09210526315789473,0.6291793313069909,0.8734177215189873,0.7314487632508835,0.6440677966101696,21
50,RV_only,0.0,0.15,383,117,0.766,0.1171875,0.5900783289817232,0.9535864978902954,0.7290322580645161,0.4915254237288136,30
50,RV_only,0.0,0.2,413,87,0.826,0.12830188679245283,0.559322033898305,0.9746835443037974,0.7107692307692307,0.423728813559322,34
50,RV_only,0.0,0.3,446,54,0.892,0.15658362989323843,0.531390134529148,1.0,0.6939970717423134,0.2542372881355932,44
50,RV_only,0.0,0.5,480,20,0.96,0.17708333333333334,0.49375,1.0,0.6610878661087867,0.13559322033898302,51
50,E+RV,1.0,0.01,98,402,0.196,0.08450704225352113,0.6632653061224489,0.2742616033755274,0.38805970149253727,0.8983050847457628,6
50,E+RV,1.0,0.05,215,285,0.43,0.07317073170731707,0.7069767441860465,0.6413502109704642,0.672566371681416,0.7966101694915254,12
50,E+RV,1.0,0.1,301,199,0.602,0.09333333333333334,0.6777408637873754,0.8607594936708861,0.7583643122676579,0.6440677966101696,21
50,E+RV,1.0,0.15,346,154,0.692,0.11857707509881422,0.6445086705202312,0.9409282700421941,0.7650085763293311,0.4915254237288136,30
50,E+RV,1.0,0.2,370,130,0.74,0.12643678160919541,0.6162162162162163,0.9620253164556962,0.7512355848434925,0.44067796610169496,33
50,E+RV,1.0,0.3,399,101,0.798,0.1552346570397112,0.5864661654135338,0.9873417721518988,0.7358490566037735,0.27118644067796616,43
50,E+RV,1.0,0.5,423,77,0.846,0.17314487632508835,0.5531914893617021,0.9873417721518988,0.7090909090909092,0.1694915254237288,49
50,E+RV,1.5,0.01,86,414,0.172,0.07246376811594203,0.7441860465116279,0.270042194092827,0.3962848297213622,0.9152542372881356,5
50,E+RV,1.5,0.05,187,313,0.374,0.06369426751592357,0.786096256684492,0.620253164556962,0.6933962264150944,0.8305084745762712,10
50,E+RV,1.5,0.1,260,240,0.52,0.0787037037037037,0.7653846153846153,0.8396624472573839,0.800804828973843,0.711864406779661,17
50,E+RV,1.5,0.15,295,205,0.59,0.09583333333333334,0.735593220338983,0.9156118143459916,0.8157894736842106,0.6101694915254237,23
50,E+RV,1.5,0.2,313,187,0.626,0.10121457489878542,0.7092651757188498,0.9367088607594937,0.8072727272727273,0.576271186440678,25
50,E+RV,1.5,0.3,338,162,0.676,0.12692307692307692,0.6715976331360947,0.9578059071729957,0.7895652173913044,0.44067796610169496,33
50,E+RV,1.5,0.5,353,147,0.706,0.14339622641509434,0.6430594900849859,0.9578059071729957,0.7694915254237289,0.35593220338983056,38
50,E+RV,2.0,0.01,70,430,0.14,0.06557377049180328,0.8142857142857143,0.24050632911392406,0.37133550488599354,0.9322033898305084,4
50,E+RV,2.0,0.05,156,344,0.312,0.05714285714285714,0.8461538461538461,0.5569620253164557,0.6717557251908397,0.864406779661017,8
50,E+RV,2.0,0.1,216,284,0.432,0.06806282722513089,0.8240740740740741,0.7510548523206751,0.7858719646799117,0.7796610169491526,13
50,E+RV,2.0,0.15,246,254,0.492,0.08490566037735849,0.7886178861788617,0.8185654008438819,0.8033126293995859,0.6949152542372881,18
50,E+RV,2.0,0.2,262,238,0.524,0.091324200913242,0.7595419847328244,0.8396624472573839,0.7975951903807615,0.6610169491525424,20
50,E+RV,2.0,0.3,282,218,0.564,0.11739130434782609,0.7198581560283688,0.8565400843881856,0.7822736030828517,0.5423728813559322,27
50,E+RV,2.0,0.5,290,210,0.58,0.125,0.7,0.8565400843881856,0.7703984819734345,0.5084745762711864,29
50,E+RV,2.5,0.01,61,439,0.122,0.07272727272727272,0.8360655737704918,0.21518987341772153,0.3422818791946309,0.9322033898305084,4
50,E+RV,2.5,0.05,129,371,0.258,0.049586776859504134,0.8914728682170543,0.48523206751054854,0.6284153005464481,0.8983050847457628,6
50,E+RV,2.5,0.1,181,319,0.362,0.05952380952380952,0.8729281767955801,0.6666666666666666,0.7559808612440191,0.8305084745762712,10
50,E+RV,2.5,0.15,204,296,0.408,0.07650273224043716,0.8284313725490197,0.7130801687763713,0.7664399092970521,0.7627118644067796,14
50,E+RV,2.5,0.2,215,285,0.43,0.08421052631578947,0.8093023255813954,0.7341772151898734,0.7699115044247788,0.728813559322034,16
50,E+RV,2.5,0.3,228,272,0.456,0.10606060606060606,0.7763157894736842,0.7468354430379747,0.7612903225806452,0.6440677966101696,21
50,E+RV,2.5,0.5,231,269,0.462,0.11055276381909548,0.7662337662337663,0.7468354430379747,0.7564102564102563,0.6271186440677966,22
50,E+RV,3.0,0.01,48,452,0.096,0.08888888888888889,0.8541666666666666,0.1729957805907173,0.28771929824561404,0.9322033898305084,4
50,E+RV,3.0,0.05,100,400,0.2,0.05263157894736842,0.9,0.379746835443038,0.5341246290801187,0.9152542372881356,5
50,E+RV,3.0,0.1,141,359,0.282,0.04477611940298507,0.9078014184397163,0.540084388185654,0.6772486772486772,0.8983050847457628,6
50,E+RV,3.0,0.15,153,347,0.306,0.056338028169014086,0.8758169934640523,0.5654008438818565,0.6871794871794872,0.864406779661017,8
50,E+RV,3.0,0.2,160,340,0.32,0.061224489795918366,0.8625,0.5822784810126582,0.6952141057934509,0.847457627118644,9
50,E+RV,3.0,0.3,171,329,0.342,0.08441558441558442,0.8245614035087719,0.5949367088607594,0.6911764705882353,0.7796610169491526,13
50,E+RV,3.0,0.5,173,327,0.346,0.09032258064516129,0.815028901734104,0.5949367088607594,0.6878048780487804,0.7627118644067796,14
50,E+RV,4.0,0.01,25,475,0.05,0.08333333333333333,0.88,0.09282700421940929,0.16793893129770993,0.9661016949152542,2
50,E+RV,4.0,0.05,54,446,0.108,0.057692307692307696,0.9074074074074074,0.20675105485232068,0.33676975945017185,0.9491525423728814,3
50,E+RV,4.0,0.1,75,425,0.15,0.041666666666666664,0.92,0.2911392405063291,0.4423076923076923,0.9491525423728814,3
50,E+RV,4.0,0.15,83,417,0.166,0.05128205128205128,0.891566265060241,0.31223628691983124,0.4625000000000001,0.9322033898305084,4
50,E+RV,4.0,0.2,85,415,0.17,0.05,0.8941176470588236,0.3206751054852321,0.47204968944099385,0.9322033898305084,4
50,E+RV,4.0,0.3,91,409,0.182,0.08333333333333333,0.8461538461538461,0.32489451476793246,0.4695121951219512,0.8813559322033898,7
50,E+RV,4.0,0.5,92,408,0.184,0.08333333333333333,0.8369565217391305,0.32489451476793246,0.46808510638297873,0.8813559322033898,7
50,E+RV,5.0,0.01,6,494,0.012,0.0,1.0,0.02531645569620253,0.04938271604938272,1.0,0
50,E+RV,5.0,0.05,12,488,0.024,0.0,1.0,0.05063291139240506,0.09638554216867469,1.0,0
50,E+RV,5.0,0.1,19,481,0.038,0.0,1.0,0.08016877637130802,0.14843750000000003,1.0,0
50,E+RV,5.0,0.15,20,480,0.04,0.0,1.0,0.08438818565400844,0.15564202334630348,1.0,0
50,E+RV,5.0,0.2,22,478,0.044,0.0,1.0,0.09282700421940929,0.1698841698841699,1.0,0
50,E+RV,5.0,0.3,25,475,0.05,0.041666666666666664,0.92,0.0970464135021097,0.17557251908396945,0.9830508474576272,1
50,E+RV,5.0,0.5,25,475,0.05,0.041666666666666664,0.92,0.0970464135021097,0.17557251908396945,0.9830508474576272,1
51,none,0.0,0.0,500,0,1.0,0.19798657718120805,0.478,1.0,0.6468200270635994,0.0,59
51,E_only,1.0,0.0,425,75,0.85,0.19256756756756757,0.5623529411764706,1.0,0.7198795180722891,0.03389830508474578,57
51,E_only,1.5,0.0,355,145,0.71,0.1624548736462094,0.6535211267605634,0.9707112970711297,0.7811447811447813,0.23728813559322037,45
51,E_only,2.0,0.0,303,197,0.606,0.14919354838709678,0.6963696369636964,0.8828451882845189,0.7785977859778598,0.3728813559322034,37
51,E_only,2.5,0.0,241,259,0.482,0.125,0.7551867219917012,0.7615062761506276,0.7583333333333333,0.5593220338983051,26
51,E_only,3.0,0.0,176,324,0.352,0.12025316455696203,0.7897727272727273,0.5815899581589958,0.6698795180722892,0.6779661016949152,19
51,E_only,4.0,0.0,102,398,0.204,0.12903225806451613,0.7941176470588235,0.3389121338912134,0.47507331378299117,0.7966101694915254,12
51,E_only,5.0,0.0,46,454,0.092,0.06976744186046512,0.8695652173913043,0.16736401673640167,0.2807017543859649,0.9491525423728814,3
51,RV_only,0.0,0.01,87,413,0.174,0.057971014492753624,0.7471264367816092,0.2719665271966527,0.39877300613496935,0.9322033898305084,4
51,RV_only,0.0,0.05,199,301,0.398,0.05405405405405406,0.7035175879396985,0.5857740585774058,0.639269406392694,0.864406779661017,8
51,RV_only,0.0,0.1,302,198,0.604,0.07692307692307693,0.6754966887417219,0.8535564853556485,0.7541589648798521,0.711864406779661,17
51,RV_only,0.0,0.15,368,132,0.736,0.11067193675889328,0.6114130434782609,0.9414225941422594,0.7413509060955519,0.5254237288135593,28
51,RV_only,0.0,0.2,401,99,0.802,0.11940298507462686,0.5885286783042394,0.9874476987447699,0.7375,0.4576271186440678,32
51,RV_only,0.0,0.3,452,48,0.904,0.1524822695035461,0.5287610619469026,1.0,0.6917510853835022,0.27118644067796616,43
51,RV_only,0.0,0.5,480,20,0.96,0.17301038062283736,0.4979166666666667,1.0,0.6648122392211404,0.15254237288135597,50
51,E+RV,1.0,0.01,77,423,0.154,0.04411764705882353,0.8441558441558441,0.2719665271966527,0.4113924050632911,0.9491525423728814,3
51,E+RV,1.0,0.05,173,327,0.346,0.047619047619047616,0.8092485549132948,0.5857740585774058,0.6796116504854369,0.8813559322033898,7
51,E+RV,1.0,0.1,265,235,0.53,0.0684931506849315,0.769811320754717,0.8535564853556485,0.8095238095238096,0.7457627118644068,15
51,E+RV,1.0,0.15,320,180,0.64,0.10358565737051793,0.703125,0.9414225941422594,0.8050089445438283,0.5593220338983051,26
51,E+RV,1.0,0.2,348,152,0.696,0.11278195488721804,0.6781609195402298,0.9874476987447699,0.8040885860306644,0.4915254237288136,30
51,E+RV,1.0,0.3,388,112,0.776,0.14642857142857144,0.615979381443299,1.0,0.7623604465709729,0.30508474576271183,41
51,E+RV,1.0,0.5,408,92,0.816,0.1672473867595819,0.5857843137254902,1.0,0.7387944358578052,0.18644067796610164,48
51,E+RV,1.5,0.01,70,430,0.14,0.015625,0.9,0.26359832635983266,0.4077669902912622,0.9830508474576272,1
51,E+RV,1.5,0.05,159,341,0.318,0.028169014084507043,0.8679245283018868,0.5774058577405857,0.6934673366834171,0.9322033898305084,4
51,E+RV,1.5,0.1,239,261,0.478,0.0430622009569378,0.8368200836820083,0.8368200836820083,0.8368200836820082,0.847457627118644,9
51,E+RV,1.5,0.15,283,217,0.566,0.0794979079497908,0.7773851590106007,0.9205020920502092,0.842911877394636,0.6779661016949152,19
51,E+RV,1.5,0.2,306,194,0.612,0.0873015873015873,0.7516339869281046,0.9623430962343096,0.8440366972477064,0.6271186440677966,22
51,E+RV,1.5,0.3,328,172,0.656,0.12121212121212122,0.7073170731707317,0.9707112970711297,0.8183421516754849,0.4576271186440678,32
51,E+RV,1.5,0.5,343,157,0.686,0.137546468401487,0.6763848396501457,0.9707112970711297,0.7972508591065292,0.3728813559322034,37
51,E+RV,2.0,0.01,62,438,0.124,0.017241379310344827,0.9193548387096774,0.2384937238493724,0.37873754152823924,0.9830508474576272,1
51,E+RV,2.0,0.05,145,355,0.29,0.030303030303030304,0.8827586206896552,0.5355648535564853,0.6666666666666666,0.9322033898305084,4
51,E+RV,2.0,0.1,212,288,0.424,0.03684210526315789,0.8632075471698113,0.7656903765690377,0.811529933481153,0.8813559322033898,7
51,E+RV,2.0,0.15,246,254,0.492,0.06944444444444445,0.8170731707317073,0.8410041841004184,0.8288659793814432,0.7457627118644068,15
51,E+RV,2.0,0.2,267,233,0.534,0.07488986784140969,0.7865168539325843,0.8786610878661087,0.8300395256916995,0.711864406779661,17
51,E+RV,2.0,0.3,282,218,0.564,0.1059322033898305,0.74822695035461,0.8828451882845189,0.8099808061420346,0.576271186440678,25
51,E+RV,2.0,0.5,293,207,0.586,0.12448132780082988,0.7201365187713311,0.8828451882845189,0.7932330827067668,0.4915254237288136,30
51,E+RV,2.5,0.01,59,441,0.118,0.01818181818181818,0.9152542372881356,0.22594142259414227,0.3624161073825503,0.9830508474576272,1
51,E+RV,2.5,0.05,121,379,0.242,0.02608695652173913,0.9256198347107438,0.4686192468619247,0.6222222222222222,0.9491525423728814,3
51,E+RV,2.5,0.1,177,323,0.354,0.030303030303030304,0.903954802259887,0.6694560669456067,0.7692307692307692,0.9152542372881356,5
51,E+RV,2.5,0.15,205,295,0.41,0.05851063829787234,0.8634146341463415,0.7405857740585774,0.7972972972972974,0.8135593220338984,11
51,E+RV,2.5,0.2,218,282,0.436,0.06701030927835051,0.8302752293577982,0.7573221757322176,0.7921225382932165,0.7796610169491526,13
51,E+RV,2.5,0.3,227,273,0.454,0.09,0.801762114537445,0.7615062761506276,0.7811158798283263,0.6949152542372881,18
51,E+RV,2.5,0.5,234,266,0.468,0.10344827586206896,0.7777777777777778,0.7615062761506276,0.7695560253699789,0.6440677966101696,21
51,E+RV,3.0,0.01,43,457,0.086,0.0,0.9767441860465116,0.17573221757322174,0.2978723404255319,1.0,0
51,E+RV,3.0,0.05,89,411,0.178,0.011363636363636364,0.9775280898876404,0.36401673640167365,0.5304878048780487,0.9830508474576272,1
51,E+RV,3.0,0.1,131,369,0.262,0.023809523809523808,0.9389312977099237,0.5146443514644351,0.6648648648648648,0.9491525423728814,3
51,E+RV,3.0,0.15,151,349,0.302,0.04929577464788732,0.8940397350993378,0.5648535564853556,0.6923076923076922,0.8813559322033898,7
51,E+RV,3.0,0.2,159,341,0.318,0.061224489795918366,0.8679245283018868,0.5774058577405857,0.6934673366834171,0.847457627118644,9
51,E+RV,3.0,0.3,166,334,0.332,0.07947019867549669,0.8373493975903614,0.5815899581589958,0.6864197530864198,0.7966101694915254,12
51,E+RV,3.0,0.5,170,330,0.34,0.09740259740259741,0.8176470588235294,0.5815899581589958,0.6797066014669927,0.7457627118644068,15
51,E+RV,4.0,0.01,23,477,0.046,0.0,0.9565217391304348,0.09205020920502092,0.16793893129770995,1.0,0
51,E+RV,4.0,0.05,52,448,0.104,0.0196078431372549,0.9615384615384616,0.20920502092050208,0.3436426116838488,0.9830508474576272,1
51,E+RV,4.0,0.1,77,423,0.154,0.0136986301369863,0.935064935064935,0.301255230125523,0.4556962025316456,0.9830508474576272,1
51,E+RV,4.0,0.15,88,412,0.176,0.04878048780487805,0.8863636363636364,0.3263598326359833,0.4770642201834863,0.9322033898305084,4
51,E+RV,4.0,0.2,92,408,0.184,0.058823529411764705,0.8695652173913043,0.33472803347280333,0.48338368580060426,0.9152542372881356,5
51,E+RV,4.0,0.3,96,404,0.192,0.07954545454545454,0.84375,0.3389121338912134,0.48358208955223886,0.8813559322033898,7
51,E+RV,4.0,0.5,98,402,0.196,0.1,0.826530612244898,0.3389121338912134,0.48071216617210677,0.847457627118644,9
51,E+RV,5.0,0.01,15,485,0.03,0.0,0.9333333333333333,0.058577405857740586,0.11023622047244093,1.0,0
51,E+RV,5.0,0.05,28,472,0.056,0.0,0.9642857142857143,0.11297071129707113,0.20224719101123598,1.0,0
51,E+RV,5.0,0.1,39,461,0.078,0.0,0.9487179487179487,0.15481171548117154,0.26618705035971224,1.0,0
