seed,mode,E_thresh,RV_thresh,n_accepted,n_rejected,retention_rate,fragile_rate,reliable_frac,recall,f1,fragile_rej,accepted_fragile
60,E+RV,1.5,0.01,73,427,0.146,0.1111111111111111,0.7671232876712328,0.23728813559322035,0.3624595469255663,0.8793103448275862,7
60,E+RV,1.5,0.05,175,325,0.35,0.10416666666666667,0.7371428571428571,0.5466101694915254,0.6277372262773722,0.7413793103448276,15
60,E+RV,1.5,0.1,265,235,0.53,0.09216589861751152,0.7433962264150943,0.8347457627118644,0.7864271457085829,0.6551724137931034,20
60,E+RV,1.5,0.15,304,196,0.608,0.1125,0.7006578947368421,0.902542372881356,0.7888888888888891,0.5344827586206897,27
60,E+RV,1.5,0.2,330,170,0.66,0.11857707509881422,0.6757575757575758,0.9449152542372882,0.7879858657243817,0.48275862068965514,30
60,E+RV,1.5,0.3,344,156,0.688,0.12790697674418605,0.6540697674418605,0.9533898305084746,0.7758620689655173,0.43103448275862066,33
60,E+RV,1.5,0.5,356,144,0.712,0.14068441064638784,0.6348314606741573,0.9576271186440678,0.7635135135135135,0.3620689655172413,37
60,E+RV,2.0,0.01,60,440,0.12,0.10909090909090909,0.8166666666666667,0.2076271186440678,0.3310810810810811,0.896551724137931,6
60,E+RV,2.0,0.05,143,357,0.286,0.0873015873015873,0.8041958041958042,0.4872881355932203,0.6068601583113457,0.8103448275862069,11
60,E+RV,2.0,0.1,221,279,0.442,0.08247422680412371,0.8054298642533937,0.7542372881355932,0.7789934354485777,0.7241379310344828,16
60,E+RV,2.0,0.15,250,250,0.5,0.10377358490566038,0.76,0.8050847457627118,0.7818930041152264,0.6206896551724138,22
60,E+RV,2.0,0.2,270,230,0.54,0.11210762331838565,0.7333333333333333,0.8389830508474576,0.7826086956521738,0.5689655172413793,25
60,E+RV,2.0,0.3,278,222,0.556,0.11504424778761062,0.7194244604316546,0.847457627118644,0.7782101167315175,0.5517241379310345,26
60,E+RV,2.0,0.5,288,212,0.576,0.12608695652173912,0.6979166666666666,0.8516949152542372,0.767175572519084,0.5,29
60,E+RV,2.5,0.01,44,456,0.088,0.12195121951219512,0.8181818181818182,0.15254237288135594,0.2571428571428571,0.9137931034482758,5
60,E+RV,2.5,0.05,112,388,0.224,0.07,0.8303571428571429,0.3940677966101695,0.5344827586206897,0.8793103448275862,7
60,E+RV,2.5,0.1,174,326,0.348,0.07051282051282051,0.8333333333333334,0.614406779661017,0.7073170731707318,0.8103448275862069,11
60,E+RV,2.5,0.15,192,308,0.384,0.08875739644970414,0.8020833333333334,0.652542372881356,0.719626168224299,0.7413793103448276,15
60,E+RV,2.5,0.2,204,296,0.408,0.10112359550561797,0.7843137254901961,0.6779661016949152,0.7272727272727273,0.6896551724137931,18
60,E+RV,2.5,0.3,209,291,0.418,0.10497237569060773,0.7751196172248804,0.6864406779661016,0.7280898876404494,0.6724137931034483,19
60,E+RV,2.5,0.5,215,285,0.43,0.11413043478260869,0.7581395348837209,0.690677966101695,0.7228381374722839,0.6379310344827587,21
60,E+RV,3.0,0.01,36,464,0.072,0.08571428571428572,0.8888888888888888,0.13559322033898305,0.2352941176470588,0.9482758620689655,3
60,E+RV,3.0,0.05,94,406,0.188,0.04597701149425287,0.8829787234042553,0.3516949152542373,0.503030303030303,0.9310344827586207,4
60,E+RV,3.0,0.1,138,362,0.276,0.05555555555555555,0.8623188405797102,0.5042372881355932,0.6363636363636364,0.8793103448275862,7
60,E+RV,3.0,0.15,152,348,0.304,0.072992700729927,0.8355263157894737,0.538135593220339,0.6546391752577321,0.8275862068965517,10
60,E+RV,3.0,0.2,161,339,0.322,0.09027777777777778,0.8136645962732919,0.5550847457627118,0.6599496221662469,0.7758620689655172,13
60,E+RV,3.0,0.3,163,337,0.326,0.08904109589041095,0.8159509202453987,0.5635593220338984,0.6666666666666667,0.7758620689655172,13
60,E+RV,3.0,0.5,168,332,0.336,0.10067114093959731,0.7976190476190477,0.5677966101694916,0.6633663366336634,0.7413793103448276,15
60,E+RV,4.0,0.01,20,480,0.04,0.05,0.95,0.08050847457627118,0.14843749999999997,0.9827586206896551,1
60,E+RV,4.0,0.05,43,457,0.086,0.024390243902439025,0.9302325581395349,0.1694915254237288,0.28673835125448033,0.9827586206896551,1
60,E+RV,4.0,0.1,62,438,0.124,0.03389830508474576,0.9193548387096774,0.24152542372881355,0.3825503355704698,0.9655172413793104,2
60,E+RV,4.0,0.15,68,432,0.136,0.0625,0.8823529411764706,0.2542372881355932,0.39473684210526316,0.9310344827586207,4
60,E+RV,4.0,0.2,73,427,0.146,0.07352941176470588,0.863013698630137,0.2669491525423729,0.4077669902912622,0.9137931034482758,5
60,E+RV,4.0,0.3,73,427,0.146,0.07352941176470588,0.863013698630137,0.2669491525423729,0.4077669902912622,0.9137931034482758,5
60,E+RV,4.0,0.5,74,426,0.148,0.08695652173913043,0.8513513513513513,0.2669491525423729,0.40645161290322585,0.896551724137931,6
60,E+RV,5.0,0.01,12,488,0.024,0.08333333333333333,0.9166666666666666,0.046610169491525424,0.08870967741935484,0.9827586206896551,1
60,E+RV,5.0,0.05,21,479,0.042,0.05,0.9047619047619048,0.08050847457627118,0.14785992217898833,0.9827586206896551,1
60,E+RV,5.0,0.1,33,467,0.066,0.06451612903225806,0.8787878787878788,0.1228813559322034,0.21561338289962825,0.9655172413793104,2
60,E+RV,5.0,0.15,35,465,0.07,0.0625,0.8571428571428571,0.1271186440677966,0.2214022140221402,0.9655172413793104,2
60,E+RV,5.0,0.2,40,460,0.08,0.08333333333333333,0.825,0.13983050847457626,0.23913043478260868,0.9482758620689655,3
60,E+RV,5.0,0.3,40,460,0.08,0.08333333333333333,0.825,0.13983050847457626,0.23913043478260868,0.9482758620689655,3
60,E+RV,5.0,0.5,40,460,0.08,0.08333333333333333,0.825,0.13983050847457626,0.23913043478260868,0.9482758620689655,3
61,none,0.0,0.0,500,0,1.0,0.19801980198019803,0.486,1.0,0.6541049798115747,0.0,60
61,E_only,1.0,0.0,437,63,0.874,0.1864406779661017,0.5491990846681922,0.9876543209876543,0.7058823529411764,0.08333333333333337,55
61,E_only,1.5,0.0,374,126,0.748,0.15714285714285714,0.6310160427807486,0.9711934156378601,0.7649918962722853,0.2666666666666667,44
61,E_only,2.0,0.0,302,198,0.604,0.125,0.7185430463576159,0.8930041152263375,0.7963302752293578,0.4833333333333333,31
61,E_only,2.5,0.0,248,252,0.496,0.11214953271028037,0.7661290322580645,0.7818930041152263,0.7739307535641547,0.6,24
61,E_only,3.0,0.0,184,316,0.368,0.08982035928143713,0.8260869565217391,0.6255144032921811,0.7119437939110072,0.75,15
61,E_only,4.0,0.0,91,409,0.182,0.08045977011494253,0.8791208791208791,0.3292181069958848,0.47904191616766467,0.8833333333333333,7
61,E_only,5.0,0.0,38,462,0.076,0.08108108108108109,0.8947368421052632,0.13991769547325103,0.24199288256227763,0.95,3
61,RV_only,0.0,0.01,81,419,0.162,0.03389830508474576,0.7037037037037037,0.2345679012345679,0.35185185185185186,0.9666666666666667,2
61,RV_only,0.0,0.05,193,307,0.386,0.041379310344827586,0.7202072538860104,0.5720164609053497,0.6376146788990825,0.9,6
61,RV_only,0.0,0.1,307,193,0.614,0.0593607305936073,0.6710097719869706,0.8477366255144033,0.749090909090909,0.7833333333333333,13
61,RV_only,0.0,0.15,362,138,0.724,0.09274193548387097,0.6215469613259669,0.9259259259259259,0.7438016528925621,0.6166666666666667,23
61,RV_only,0.0,0.2,402,98,0.804,0.11320754716981132,0.5845771144278606,0.9670781893004116,0.7286821705426356,0.5,30
61,RV_only,0.0,0.3,446,54,0.892,0.1357142857142857,0.5426008968609866,0.9958847736625515,0.7024673439767779,0.3666666666666667,38
61,RV_only,0.0,0.5,478,22,0.956,0.16494845360824742,0.5083682008368201,1.0,0.6740638002773925,0.19999999999999996,48
61,E+RV,1.0,0.01,70,430,0.14,0.034482758620689655,0.8,0.23045267489711935,0.35782747603833864,0.9666666666666667,2
61,E+RV,1.0,0.05,172,328,0.344,0.035211267605633804,0.7965116279069767,0.5637860082304527,0.6602409638554215,0.9166666666666666,5
61,E+RV,1.0,0.1,272,228,0.544,0.05581395348837209,0.7463235294117647,0.8353909465020576,0.7883495145631066,0.8,12
61,E+RV,1.0,0.15,320,180,0.64,0.09016393442622951,0.69375,0.9135802469135802,0.7886323268206038,0.6333333333333333,22
61,E+RV,1.0,0.2,355,145,0.71,0.1111111111111111,0.6535211267605634,0.9547325102880658,0.7759197324414715,0.5166666666666666,29
61,E+RV,1.0,0.3,393,107,0.786,0.13090909090909092,0.6081424936386769,0.9835390946502057,0.7515723270440252,0.4,36
61,E+RV,1.0,0.5,418,82,0.836,0.15492957746478872,0.5741626794258373,0.9876543209876543,0.7261724659606658,0.2666666666666667,44
61,E+RV,1.5,0.01,65,435,0.13,0.03636363636363636,0.8153846153846154,0.21810699588477367,0.34415584415584416,0.9666666666666667,2
61,E+RV,1.5,0.05,160,340,0.32,0.03597122302158273,0.8375,0.551440329218107,0.6650124069478909,0.9166666666666666,5
61,E+RV,1.5,0.1,250,250,0.5,0.05687203791469194,0.796,0.8189300411522634,0.8073022312373225,0.8,12
61,E+RV,1.5,0.15,290,210,0.58,0.08403361344537816,0.7517241379310344,0.897119341563786,0.8180112570356471,0.6666666666666667,20
61,E+RV,1.5,0.2,313,187,0.626,0.10236220472440945,0.7284345047923323,0.9382716049382716,0.8201438848920863,0.5666666666666667,26
61,E+RV,1.5,0.3,346,154,0.692,0.1198501872659176,0.6791907514450867,0.9670781893004116,0.797962648556876,0.4666666666666667,32
61,E+RV,1.5,0.5,362,138,0.724,0.13553113553113552,0.6519337016574586,0.9711934156378601,0.7801652892561984,0.3833333333333333,37
61,E+RV,2.0,0.01,55,445,0.11,0.041666666666666664,0.8363636363636363,0.18930041152263374,0.3087248322147651,0.9666666666666667,2
61,E+RV,2.0,0.05,139,361,0.278,0.0234375,0.8992805755395683,0.51440329218107,0.6544502617801047,0.95,3
61,E+RV,2.0,0.1,211,289,0.422,0.041666666666666664,0.8720379146919431,0.757201646090535,0.8105726872246696,0.8666666666666667,8
61,E+RV,2.0,0.15,247,253,0.494,0.06912442396313365,0.8178137651821862,0.831275720164609,0.8244897959183672,0.75,15
61,E+RV,2.0,0.2,268,232,0.536,0.08658008658008658,0.7873134328358209,0.8683127572016461,0.8258317025440314,0.6666666666666667,20
61,E+RV,2.0,0.3,286,214,0.572,0.1,0.7552447552447552,0.8888888888888888,0.8166351606805292,0.6,24
61,E+RV,2.0,0.5,295,205,0.59,0.11065573770491803,0.735593220338983,0.8930041152263375,0.8066914498141264,0.55,27
61,E+RV,2.5,0.01,47,453,0.094,0.04878048780487805,0.8297872340425532,0.16049382716049382,0.2689655172413793,0.9666666666666667,2
61,E+RV,2.5,0.05,123,377,0.246,0.02631578947368421,0.9024390243902439,0.4567901234567901,0.6065573770491803,0.95,3
61,E+RV,2.5,0.1,183,317,0.366,0.041176470588235294,0.8907103825136612,0.6707818930041153,0.7652582159624414,0.8833333333333333,7
61,E+RV,2.5,0.15,210,290,0.42,0.07368421052631578,0.8380952380952381,0.7242798353909465,0.7770419426048566,0.7666666666666666,14
61,E+RV,2.5,0.2,223,277,0.446,0.0845771144278607,0.8251121076233184,0.757201646090535,0.7896995708154507,0.7166666666666667,17
61,E+RV,2.5,0.3,239,261,0.478,0.1,0.7907949790794979,0.7777777777777778,0.7842323651452282,0.65,21
61,E+RV,2.5,0.5,244,256,0.488,0.10377358490566038,0.7786885245901639,0.7818930041152263,0.7802874743326489,0.6333333333333333,22
61,E+RV,3.0,0.01,37,463,0.074,0.029411764705882353,0.8918918918918919,0.13580246913580246,0.2357142857142857,0.9833333333333333,1
61,E+RV,3.0,0.05,93,407,0.186,0.011111111111111112,0.956989247311828,0.3662551440329218,0.5297619047619048,0.9833333333333333,1
61,E+RV,3.0,0.1,139,361,0.278,0.022388059701492536,0.9424460431654677,0.5390946502057613,0.6858638743455497,0.95,3
61,E+RV,3.0,0.15,158,342,0.316,0.05333333333333334,0.8987341772151899,0.5843621399176955,0.7082294264339152,0.8666666666666667,8
61,E+RV,3.0,0.2,170,330,0.34,0.06875,0.8764705882352941,0.6131687242798354,0.721549636803874,0.8166666666666667,11
61,E+RV,3.0,0.3,178,322,0.356,0.07878787878787878,0.8539325842696629,0.6255144032921811,0.7220902612826603,0.7833333333333333,13
61,E+RV,3.0,0.5,182,318,0.364,0.08433734939759036,0.8351648351648352,0.6255144032921811,0.7152941176470589,0.7666666666666666,14
61,E+RV,4.0,0.01,16,484,0.032,0.0625,0.9375,0.06172839506172839,0.1158301158301158,0.9833333333333333,1
61,E+RV,4.0,0.05,46,454,0.092,0.021739130434782608,0.9782608695652174,0.18518518518518517,0.31141868512110726,0.9833333333333333,1
61,E+RV,4.0,0.1,71,429,0.142,0.028169014084507043,0.971830985915493,0.2839506172839506,0.4394904458598727,0.9666666666666667,2
61,E+RV,4.0,0.15,84,416,0.168,0.07228915662650602,0.9166666666666666,0.3168724279835391,0.4709480122324159,0.9,6
61,E+RV,4.0,0.2,88,412,0.176,0.08139534883720931,0.8977272727272727,0.32510288065843623,0.47734138972809675,0.8833333333333333,7
61,E+RV,4.0,0.3,90,410,0.18,0.08045977011494253,0.8888888888888888,0.3292181069958848,0.4804804804804804,0.8833333333333333,7
61,E+RV,4.0,0.5,91,409,0.182,0.08045977011494253,0.8791208791208791,0.3292181069958848,0.47904191616766467,0.8833333333333333,7
61,E+RV,5.0,0.01,6,494,0.012,0.0,1.0,0.024691358024691357,0.048192771084337345,1.0,0
61,E+RV,5.0,0.05,21,479,0.042,0.0,1.0,0.08641975308641975,0.1590909090909091,1.0,0
61,E+RV,5.0,0.1,32,468,0.064,0.03125,0.96875,0.12757201646090535,0.22545454545454546,0.9833333333333333,1
61,E+RV,5.0,0.15,36,464,0.072,0.05555555555555555,0.9444444444444444,0.13991769547325103,0.24372759856630824,0.9666666666666667,2
61,E+RV,5.0,0.2,38,462,0.076,0.08108108108108109,0.8947368421052632,0.13991769547325103,0.24199288256227763,0.95,3
61,E+RV,5.0,0.3,38,462,0.076,0.08108108108108109,0.8947368421052632,0.13991769547325103,0.24199288256227763,0.95,3
61,E+RV,5.0,0.5,38,462,0.076,0.08108108108108109,0.8947368421052632,0.13991769547325103,0.24199288256227763,0.95,3
62,none,0.0,0.0,500,0,1.0,0.19935691318327975,0.498,1.0,0.664886515353805,0.0,62
62,E_only,1.0,0.0,441,59,0.882,0.18151815181518152,0.562358276643991,0.9959839357429718,0.718840579710145,0.11290322580645162,55
62,E_only,1.5,0.0,382,118,0.764,0.16151202749140894,0.6387434554973822,0.9799196787148594,0.7733755942947702,0.24193548387096775,47
62,E_only,2.0,0.0,315,185,0.63,0.13953488372093023,0.7047619047619048,0.891566265060241,0.7872340425531914,0.4193548387096774,36
62,E_only,2.5,0.0,245,255,0.49,0.12796208530805686,0.7510204081632653,0.7389558232931727,0.7449392712550608,0.564516129032258,27
62,E_only,3.0,0.0,182,318,0.364,0.1,0.7912087912087912,0.5783132530120482,0.6682134570765661,0.7419354838709677,16
62,E_only,4.0,0.0,102,398,0.204,0.13186813186813187,0.7745098039215687,0.3172690763052209,0.4501424501424501,0.8064516129032258,12
62,E_only,5.0,0.0,44,456,0.088,0.04878048780487805,0.8863636363636364,0.1566265060240964,0.26621160409556316,0.967741935483871,2
62,RV_only,0.0,0.01,84,416,0.168,0.140625,0.6547619047619048,0.22088353413654618,0.3303303303303303,0.8548387096774194,9
62,RV_only,0.0,0.05,206,294,0.412,0.08974358974358974,0.6893203883495146,0.570281124497992,0.6241758241758242,0.7741935483870968,14
62,RV_only,0.0,0.1,329,171,0.658,0.09361702127659574,0.6474164133738601,0.8554216867469879,0.737024221453287,0.6451612903225806,22
62,RV_only,0.0,0.15,386,114,0.772,0.09774436090225563,0.6217616580310881,0.963855421686747,0.7559055118110236,0.5806451612903225,26
62,RV_only,0.0,0.2,418,82,0.836,0.12186379928315412,0.5861244019138756,0.9839357429718876,0.734632683658171,0.4516129032258065,34
62,RV_only,0.0,0.3,453,47,0.906,0.1384083044982699,0.5496688741721855,1.0,0.7094017094017094,0.3548387096774194,40
62,RV_only,0.0,0.5,481,19,0.962,0.17,0.5176715176715176,1.0,0.6821917808219178,0.17741935483870963,51
62,E+RV,1.0,0.01,82,418,0.164,0.140625,0.6707317073170732,0.22088353413654618,0.3323262839879154,0.8548387096774194,9
62,E+RV,1.0,0.05,193,307,0.386,0.07792207792207792,0.7357512953367875,0.570281124497992,0.6425339366515836,0.8064516129032258,12
62,E+RV,1.0,0.1,298,202,0.596,0.08225108225108226,0.7114093959731543,0.8514056224899599,0.7751371115173675,0.6935483870967742,19
62,E+RV,1.0,0.15,350,150,0.7,0.08778625954198473,0.6828571428571428,0.9598393574297188,0.7979966611018363,0.6290322580645161,23
62,E+RV,1.0,0.2,375,125,0.75,0.10948905109489052,0.6506666666666666,0.9799196787148594,0.7820512820512819,0.5161290322580645,30
62,E+RV,1.0,0.3,404,96,0.808,0.1267605633802817,0.6138613861386139,0.9959839357429718,0.7595712098009187,0.4193548387096774,36
62,E+RV,1.0,0.5,424,76,0.848,0.15358361774744028,0.5849056603773585,0.9959839357429718,0.7369985141158989,0.27419354838709675,45
62,E+RV,1.5,0.01,66,434,0.132,0.10344827586206896,0.7878787878787878,0.20883534136546184,0.33015873015873015,0.9032258064516129,6
62,E+RV,1.5,0.05,172,328,0.344,0.060810810810810814,0.8081395348837209,0.5582329317269076,0.6603325415676959,0.8548387096774194,9
62,E+RV,1.5,0.1,266,234,0.532,0.06726457399103139,0.7819548872180451,0.8353413654618473,0.8077669902912621,0.7580645161290323,15
62,E+RV,1.5,0.15,308,192,0.616,0.07114624505928854,0.762987012987013,0.9437751004016064,0.8438061041292639,0.7096774193548387,18
62,E+RV,1.5,0.2,328,172,0.656,0.09090909090909091,0.7317073170731707,0.963855421686747,0.831889081455806,0.6129032258064516,24
62,E+RV,1.5,0.3,350,150,0.7,0.10948905109489052,0.6971428571428572,0.9799196787148594,0.8146911519198664,0.5161290322580645,30
62,E+RV,1.5,0.5,369,131,0.738,0.13780918727915195,0.6612466124661247,0.9799196787148594,0.7896440129449839,0.3709677419354839,39
62,E+RV,2.0,0.01,58,442,0.116,0.09433962264150944,0.8275862068965517,0.1927710843373494,0.3127035830618892,0.9193548387096774,5
62,E+RV,2.0,0.05,148,352,0.296,0.05263157894736842,0.8513513513513513,0.5060240963855421,0.6347607052896724,0.8870967741935484,7
62,E+RV,2.0,0.1,225,275,0.45,0.05472636815920398,0.8444444444444444,0.7630522088353414,0.8016877637130803,0.8225806451612903,11
62,E+RV,2.0,0.15,260,240,0.52,0.05286343612334802,0.8269230769230769,0.8634538152610441,0.8447937131630648,0.8064516129032258,12
62,E+RV,2.0,0.2,274,226,0.548,0.0759493670886076,0.7992700729927007,0.8795180722891566,0.8374760994263862,0.7096774193548387,18
62,E+RV,2.0,0.3,291,209,0.582,0.0975609756097561,0.7628865979381443,0.891566265060241,0.8222222222222222,0.6129032258064516,24
62,E+RV,2.0,0.5,304,196,0.608,0.11553784860557768,0.7302631578947368,0.891566265060241,0.8028933092224232,0.532258064516129,29
62,E+RV,2.5,0.01,43,457,0.086,0.04878048780487805,0.9069767441860465,0.1566265060240964,0.2671232876712329,0.967741935483871,2
62,E+RV,2.5,0.05,119,381,0.238,0.03571428571428571,0.907563025210084,0.43373493975903615,0.5869565217391305,0.935483870967742,4
62,E+RV,2.5,0.1,178,322,0.356,0.042682926829268296,0.8820224719101124,0.6305220883534136,0.7353629976580797,0.8870967741935484,7
62,E+RV,2.5,0.15,206,294,0.412,0.03804347826086957,0.8592233009708737,0.7108433734939759,0.778021978021978,0.8870967741935484,7
62,E+RV,2.5,0.2,219,281,0.438,0.06217616580310881,0.8264840182648402,0.7269076305220884,0.7735042735042735,0.8064516129032258,12
62,E+RV,2.5,0.3,230,270,0.46,0.0845771144278607,0.8,0.7389558232931727,0.7682672233820459,0.7258064516129032,17
62,E+RV,2.5,0.5,238,262,0.476,0.1024390243902439,0.773109243697479,0.7389558232931727,0.7556468172484601,0.6612903225806452,21
62,E+RV,3.0,0.01,35,465,0.07,0.06060606060606061,0.8857142857142857,0.12449799196787148,0.21830985915492956,0.967741935483871,2
62,E+RV,3.0,0.05,96,404,0.192,0.03260869565217391,0.9270833333333334,0.357429718875502,0.5159420289855072,0.9516129032258065,3
62,E+RV,3.0,0.1,141,359,0.282,0.045454545454545456,0.8936170212765957,0.5060240963855421,0.6461538461538462,0.9032258064516129,6
62,E+RV,3.0,0.15,158,342,0.316,0.041379310344827586,0.879746835443038,0.5582329317269076,0.6830466830466829,0.9032258064516129,6
62,E+RV,3.0,0.2,167,333,0.334,0.06,0.844311377245509,0.5662650602409639,0.6778846153846154,0.8548387096774194,9
62,E+RV,3.0,0.3,173,327,0.346,0.06493506493506493,0.8323699421965318,0.5783132530120482,0.6824644549763033,0.8387096774193549,10
62,E+RV,3.0,0.5,177,323,0.354,0.07692307692307693,0.8135593220338984,0.5783132530120482,0.6760563380281689,0.8064516129032258,12
62,E+RV,4.0,0.01,20,480,0.04,0.05555555555555555,0.85,0.06827309236947791,0.12639405204460968,0.9838709677419355,1
62,E+RV,4.0,0.05,54,446,0.108,0.038461538461538464,0.9259259259259259,0.20080321285140562,0.33003300330033003,0.967741935483871,2
62,E+RV,4.0,0.1,76,424,0.152,0.0547945205479452,0.9078947368421053,0.27710843373493976,0.4246153846153847,0.935483870967742,4
62,E+RV,4.0,0.15,86,414,0.172,0.04938271604938271,0.8953488372093024,0.3092369477911647,0.4597014925373134,0.935483870967742,4
62,E+RV,4.0,0.2,91,409,0.182,0.08333333333333333,0.8461538461538461,0.3092369477911647,0.4529411764705883,0.8870967741935484,7
62,E+RV,4.0,0.3,95,405,0.19,0.08139534883720931,0.8315789473684211,0.3172690763052209,0.45930232558139533,0.8870967741935484,7
62,E+RV,4.0,0.5,99,401,0.198,0.10227272727272728,0.797979797979798,0.3172690763052209,0.4540229885057472,0.8548387096774194,9
62,E+RV,5.0,0.01,9,491,0.018,0.0,1.0,0.03614457831325301,0.06976744186046512,1.0,0
62,E+RV,5.0,0.05,24,476,0.048,0.0,1.0,0.0963855421686747,0.1758241758241758,1.0,0
62,E+RV,5.0,0.1,34,466,0.068,0.0,1.0,0.13654618473895583,0.2402826855123675,1.0,0
62,E+RV,5.0,0.15,40,460,0.08,0.0,0.975,0.1566265060240964,0.26989619377162627,1.0,0
62,E+RV,5.0,0.2,41,459,0.082,0.0,0.9512195121951219,0.1566265060240964,0.2689655172413793,1.0,0
62,E+RV,5.0,0.3,42,458,0.084,0.0,0.9285714285714286,0.1566265060240964,0.2680412371134021,1.0,0
62,E+RV,5.0,0.5,42,458,0.084,0.0,0.9285714285714286,0.1566265060240964,0.2680412371134021,1.0,0
63,none,0.0,0.0,500,0,1.0,0.1986754966887417,0.484,1.0,0.6522911051212937,0.0,60
63,E_only,1.0,0.0,424,76,0.848,0.18855218855218855,0.5683962264150944,0.9958677685950413,0.7237237237237238,0.06666666666666665,56
63,E_only,1.5,0.0,363,137,0.726,0.15547703180212014,0.6584022038567493,0.987603305785124,0.7900826446280992,0.2666666666666667,44
63,E_only,2.0,0.0,301,199,0.602,0.1214574898785425,0.7209302325581395,0.8966942148760331,0.7992633517495396,0.5,30
63,E_only,2.5,0.0,227,273,0.454,0.09644670050761421,0.7841409691629956,0.7355371900826446,0.7590618336886994,0.6833333333333333,19
63,E_only,3.0,0.0,167,333,0.334,0.10526315789473684,0.8143712574850299,0.5619834710743802,0.6650366748166259,0.7333333333333334,16
63,E_only,4.0,0.0,85,415,0.17,0.0875,0.8588235294117647,0.30165289256198347,0.44648318042813456,0.8833333333333333,7
63,E_only,5.0,0.0,37,463,0.074,0.1111111111111111,0.8648648648648649,0.1322314049586777,0.22939068100358423,0.9333333333333333,4
63,RV_only,0.0,0.01,91,409,0.182,0.09375,0.6373626373626373,0.2396694214876033,0.3483483483483483,0.9,6
63,RV_only,0.0,0.05,228,272,0.456,0.11180124223602485,0.6271929824561403,0.5909090909090909,0.6085106382978723,0.7,18
63,RV_only,0.0,0.1,335,165,0.67,0.09012875536480687,0.6328358208955224,0.8760330578512396,0.7348353552859618,0.65,21
63,RV_only,0.0,0.15,381,119,0.762,0.10894941634241245,0.6010498687664042,0.9462809917355371,0.7351524879614767,0.5333333333333333,28
63,RV_only,0.0,0.2,411,89,0.822,0.12177121771217712,0.5790754257907542,0.9834710743801653,0.7289433384379785,0.44999999999999996,33
63,RV_only,0.0,0.3,447,53,0.894,0.15492957746478872,0.5369127516778524,0.9917355371900827,0.6966618287373005,0.2666666666666667,44
63,RV_only,0.0,0.5,480,20,0.96,0.16838487972508592,0.5041666666666667,1.0,0.6703601108033241,0.18333333333333335,49
63,E+RV,1.0,0.01,80,420,0.16,0.06451612903225806,0.725,0.2396694214876033,0.36024844720496896,0.9333333333333333,4
63,E+RV,1.0,0.05,201,299,0.402,0.10126582278481013,0.7064676616915423,0.5867768595041323,0.6410835214446952,0.7333333333333334,16
63,E+RV,1.0,0.1,296,204,0.592,0.08260869565217391,0.7128378378378378,0.871900826446281,0.7843866171003717,0.6833333333333333,19
63,E+RV,1.0,0.15,334,166,0.668,0.10236220472440945,0.6826347305389222,0.9421487603305785,0.7916666666666667,0.5666666666666667,26
63,E+RV,1.0,0.2,357,143,0.714,0.11567164179104478,0.6638655462184874,0.9793388429752066,0.7913188647746242,0.4833333333333333,31
63,E+RV,1.0,0.3,383,117,0.766,0.14642857142857144,0.6240208877284595,0.987603305785124,0.7647999999999999,0.31666666666666665,41
63,E+RV,1.0,0.5,407,93,0.814,0.15734265734265734,0.5921375921375921,0.9958677685950413,0.7426810477657936,0.25,45
63,E+RV,1.5,0.01,72,428,0.144,0.06451612903225806,0.8055555555555556,0.2396694214876033,0.36942675159235666,0.9333333333333333,4
63,E+RV,1.5,0.05,183,317,0.366,0.08974358974358974,0.7759562841530054,0.5867768595041323,0.668235294117647,0.7666666666666666,14
63,E+RV,1.5,0.1,267,233,0.534,0.06666666666666667,0.7865168539325843,0.8677685950413223,0.8251473477406679,0.75,15
63,E+RV,1.5,0.15,299,201,0.598,0.08502024291497975,0.7558528428093646,0.9338842975206612,0.8354898336414047,0.65,21
63,E+RV,1.5,0.2,319,181,0.638,0.09961685823754789,0.7366771159874608,0.9710743801652892,0.837789661319073,0.5666666666666667,26
63,E+RV,1.5,0.3,335,165,0.67,0.11895910780669144,0.7074626865671642,0.9793388429752066,0.8214904679376083,0.4666666666666667,32
63,E+RV,1.5,0.5,351,149,0.702,0.12773722627737227,0.6809116809116809,0.987603305785124,0.806070826306914,0.41666666666666663,35
63,E+RV,2.0,0.01,58,442,0.116,0.03571428571428571,0.9310344827586207,0.2231404958677686,0.36,0.9666666666666667,2
63,E+RV,2.0,0.05,155,345,0.31,0.06428571428571428,0.8451612903225807,0.5413223140495868,0.6599496221662468,0.85,9
63,E+RV,2.0,0.1,227,273,0.454,0.05,0.8370044052863436,0.7851239669421488,0.8102345415778252,0.8333333333333334,10
63,E+RV,2.0,0.15,256,244,0.512,0.06818181818181818,0.80078125,0.8471074380165289,0.823293172690763,0.75,15
63,E+RV,2.0,0.2,270,230,0.54,0.07391304347826087,0.7888888888888889,0.8801652892561983,0.8320312499999999,0.7166666666666667,17
63,E+RV,2.0,0.3,280,220,0.56,0.09282700421940929,0.7678571428571429,0.8884297520661157,0.8237547892720306,0.6333333333333333,22
63,E+RV,2.0,0.5,294,206,0.588,0.10330578512396695,0.7380952380952381,0.8966942148760331,0.8097014925373134,0.5833333333333333,25
63,E+RV,2.5,0.01,50,450,0.1,0.04081632653061224,0.94,0.19421487603305784,0.3219178082191781,0.9666666666666667,2
